FIPS,State,County,High School Graduation Cohort Size,High School Graduation High School Graduation Rate,Disconnected Youth % Disconnected Youth,Disconnected Youth 95% CI - Low,Disconnected Youth 95% CI - High,Reading Scores Average Grade Performance,Reading Scores Average Grade Performance (AIAN),Reading Scores Average Grade Performance (Asian),Reading Scores Average Grade Performance (Black),Reading Scores Average Grade Performance (Hispanic),Reading Scores Average Grade Performance (White),Math Scores Average Grade Performance,Math Scores Average Grade Performance (AIAN),Math Scores Average Grade Performance (Asian),Math Scores Average Grade Performance (Black),Math Scores Average Grade Performance (Hispanic),Math Scores Average Grade Performance (White),School Segregation Segregation Index,School Funding Adequacy Spending per Pupil,School Funding Adequacy School Funding Adequacy
1000,Alabama,,51440,91,8,7,9,2.885602535,,,,,,2.72218766,,,,,,0.2749319439,10693,-7912
1001,Alabama,Autauga,620,87,7,2,12,3.12696818,,,2.605717333,,3.328546491,2.91727955,,,2.353697303,2.865180133,3.091920037,0.0515393092,9098,-3607
1003,Alabama,Baldwin,2363,89,8,5,12,3.192380762,,,2.569883503,2.685681918,3.374600785,3.037911538,,,2.324328135,2.746378501,3.206115511,0.0909458578,11638,-537
1005,Alabama,Barbour,449,85,,,,2.389161313,,,2.14283534,2.146840076,2.848986081,2.00862944,,,1.780238701,1.905975096,2.425860237,0.0388895948,8807,-23627
1007,Alabama,Bibb,216,88,,,,2.688775131,,,2.213056213,,2.824307507,2.56336673,,,2.227899043,,2.664329915,0.0898022166,10694,-6971
1009,Alabama,Blount,591,98,10,4,15,2.901714404,,,,2.56462632,2.977789554,2.781496533,,,,2.527824192,2.838913694,0.1047763317,9138,-2789
1011,Alabama,Bullock,90,82,,,,2.110535605,,,,,,1.96826778,,,,,,0.0090371541,11541,-38453
1013,Alabama,Butler,205,80,,,,2.526134007,,,2.334512306,,2.990664659,2.118341767,,,1.891334405,,2.588469601,0.1212558709,10067,-15081
1015,Alabama,Calhoun,1218,92,8,4,12,2.945480411,,,2.536704979,2.638109971,3.180664485,2.786958409,,,2.385294342,2.58256557,2.999173063,0.1895589264,10743,-10277
1017,Alabama,Chambers,290,87,17,8,26,2.634106621,,,2.390015562,2.114966844,3.089914321,2.497681651,,,2.203305079,2.144872207,2.936481153,0.1316636213,11037,-26351
1019,Alabama,Cherokee,256,92,,,,2.784754319,,,,,,2.646747671,,,,,,0.0571417872,10914,-1664
1021,Alabama,Chilton,556,89,,,,2.822341241,,,2.44112483,2.577644425,2.955913358,2.720820186,,,2.148215505,2.687054091,2.814001008,0.0711980639,9645,-3360
1023,Alabama,Choctaw,95,92,,,,2.549412685,,,2.487373601,,2.6322231,2.128404244,,,2.180820508,,2.094062474,0.1405884235,13153,-22099
1025,Alabama,Clarke,264,92,23,12,34,3.008578223,,,2.812642746,,3.331679066,2.777250911,,,2.597129164,,3.024510093,0.0279928226,11286,-14396
1027,Alabama,Clay,109,82,,,,2.783569439,,,2.073237712,,2.984763085,2.529710142,,,2.03787649,,2.648678687,0.0158452088,10305,-6581
1029,Alabama,Cleburne,169,98,,,,3.122187396,,,,,,3.075677455,,,,,,0.1091380919,10170,-223
1031,Alabama,Coffee,690,92,12,6,19,3.020489127,,,2.49242194,2.566151825,3.321048733,2.87277299,,,2.281459131,2.629843822,3.133080572,0.0764044824,10616,-6093
1033,Alabama,Colbert,529,91,,,,3.015519633,,,2.612710623,2.666743829,3.151360029,2.896152953,,,2.507863088,2.929025671,2.992078436,0.0667704265,11803,-5103
1035,Alabama,Conecuh,154,92,,,,2.267557265,,,2.219608402,,3.072794665,2.333427736,,,2.140246582,,3.043288059,0.1632321737,12535,-20956
1037,Alabama,Coosa,,,,,,2.481397373,,,2.320856395,,2.775466747,2.3088048,,,2.180291959,,2.381167956,0.0054238895,11911,-14097
1039,Alabama,Covington,397,95,,,,2.934725219,,,2.453613763,,3.076250452,2.668121746,,,2.124031015,,2.811695541,0.0847154044,10529,-8223
1041,Alabama,Crenshaw,165,88,19,6,32,2.79990848,,,2.60458411,,2.888942206,2.553168923,,,2.388412657,,2.641371346,0.0295429781,9984,-8255
1043,Alabama,Cullman,893,95,10,5,14,3.119827164,,,,2.624649165,3.192453907,2.99585269,,,,2.723462714,3.041554518,0.0483589124,10666,204
1045,Alabama,Dale,460,94,11,6,16,2.898242053,,,2.365442731,2.462377966,3.170344538,2.746068748,,,2.35672462,2.272214979,3.0211197,0.0852824851,10540,-7531
1047,Alabama,Dallas,379,80,17,8,27,2.482947088,,,2.437447223,,2.820877669,2.2260336,,,2.177184772,,2.67011431,0.2227589193,12628,-30630
1049,Alabama,DeKalb,829,93,11,6,16,2.651262829,,,,2.049436172,2.889557726,2.723096127,,,,2.396787866,2.847875379,0.1650513428,10530,-4148
1051,Alabama,Elmore,930,89,14,9,19,3.04220366,,,2.595922673,2.795577243,3.228623622,2.95007406,,,2.535474087,2.96947218,3.128870978,0.0817318632,9568,-7385
1053,Alabama,Escambia,345,89,26,10,42,2.881991581,,,2.677395637,,3.03911613,2.714771458,,,2.415322833,,2.950618814,0.1719273682,10912,-9384
1055,Alabama,Etowah,1054,91,6,3,8,3.010232137,,,2.80314849,2.44393431,3.136245753,2.782795678,,,2.463753636,2.333553388,2.918468744,0.2306877959,10330,-9222
1057,Alabama,Fayette,147,98,,,,2.893179563,,,2.023972488,,3.054313137,2.734799249,,,2.237218758,,2.847738453,0.1064401362,10387,-3384
1059,Alabama,Franklin,452,95,,,,2.567992701,,,,2.170231658,2.804919701,2.52922847,,,,2.294438018,2.652104802,0.1746892916,11326,-4702
1061,Alabama,Geneva,255,96,,,,3.05403059,,,2.802342267,2.86089073,3.137033855,2.868606676,,,2.603056823,2.401372441,2.966963881,0.0356878299,10249,-5665
1063,Alabama,Greene,74,82,,,,2.467139733,,,,,,2.569736548,,,,,,,13678,-46688
1065,Alabama,Hale,175,92,,,,2.781441538,,,2.645002494,,3.074862687,2.586428052,,,2.410881309,,2.982631055,0.2524612131,9944,-14408
1067,Alabama,Henry,184,98,,,,2.815581462,,,2.629142429,,2.920503284,2.734985739,,,2.407483307,,2.872121409,0.06748602,9529,-5647
1069,Alabama,Houston,1023,89,7,5,9,2.972277798,,,2.486318215,2.700027819,3.40688838,2.770071872,,,2.246370293,2.615202168,3.204492032,0.1733832373,10752,-8717
1071,Alabama,Jackson,553,94,11,5,16,3.058069377,,,2.59621433,2.670016945,3.072300841,2.727648275,,,2.414168622,2.683648401,2.693399988,0.107370985,11074,-1941
1073,Alabama,Jefferson,7203,91,7,6,9,2.78853869,,3.445286906,2.379602624,2.305758851,3.455145043,2.600071796,,3.571736593,2.108575082,2.327324516,3.30688529,0.3461816651,12261,-16855
1075,Alabama,Lamar,151,92,,,,3.088662981,,,,,,3.050683052,,,,,,0.0160767793,10105,-3916
1077,Alabama,Lauderdale,943,96,4,1,6,3.130774043,,,2.569234109,2.941420368,3.262844144,3.015394475,,,2.560568125,3.331649982,3.069390954,0.192259912,11330,-2981
1079,Alabama,Lawrence,328,92,,,,2.863666439,,,1.945394022,,2.907058003,2.740176195,,,2.279230376,,2.783071654,0.0719400947,10917,-2967
1081,Alabama,Lee,1621,91,,,,3.101688832,,,2.718169175,2.619136276,3.375346862,2.998968313,,3.63661703,2.516771738,2.720453407,3.255065406,0.0963409318,10622,-5116
1083,Alabama,Limestone,1341,89,9,4,14,2.879799087,,,2.618602011,2.44850081,3.07121377,2.756358833,,,2.391624446,2.500076562,2.903069833,0.0798087077,8814,-3144
1085,Alabama,Lowndes,77,82,,,,2.229613109,,,,,,2.169597265,,,,,,0.0754452462,16197,-38643
1087,Alabama,Macon,137,92,9,3,14,2.294061132,,,,,,1.973541421,,,,,,0.0783778396,13562,-31816
1089,Alabama,Madison,3924,93,5,4,7,3.164968022,,3.549159498,2.651486868,2.544186699,3.569443172,2.975704892,,3.894724063,2.446181805,2.519314946,3.340728966,0.129122187,10499,-2103
1091,Alabama,Marengo,274,89,,,,2.745951239,,,2.532334929,,3.087638838,2.577754846,,,2.347580459,,2.927948222,0.1515282572,11942,-23709
1093,Alabama,Marion,324,90,17,7,26,3.061671918,,,,,,2.837091567,,,,,,0.0462552107,10296,-1689
1095,Alabama,Marshall,1293,91,8,4,11,2.754924662,,,2.354455161,2.18932441,3.0395942,2.762879144,,,2.187892938,2.4088079,2.964725915,0.1687261066,10349,-2555
1097,Alabama,Mobile,4145,88,10,8,12,2.780952518,,3.029833294,2.50910155,2.663928765,3.078466909,2.65310274,,3.172963433,2.368024043,2.606122357,2.946811229,0.2494488776,10755,-10344
1099,Alabama,Monroe,194,92,,,,2.512728103,,,2.193798635,,2.825024478,2.54781772,,,2.418248018,,2.678455675,0.353602718,11275,-13028
1101,Alabama,Montgomery,1706,86,8,5,11,2.534611282,,3.410934511,2.408094324,1.94859326,3.34489614,2.324077104,,3.550165645,2.169502286,2.141366649,2.970847988,0.2287079,10110,-22227
1103,Alabama,Morgan,1422,92,7,4,10,2.884934089,,,2.57394548,2.222290619,3.183370578,2.747438759,,,2.401523734,2.278454489,2.986295143,0.2009703053,11163,-1648
1105,Alabama,Perry,95,98,,,,2.323915114,,,,,,2.037406236,,,,,,0.3704632155,12801,-60228
1107,Alabama,Pickens,166,98,,,,2.855263083,,,2.588956375,,3.345798904,2.630204061,,,2.317246389,,3.092325024,0.2990471671,11404,-13956
1109,Alabama,Pike,247,92,8,3,13,2.771098576,,,2.457596766,,3.201003058,2.888447538,,,2.594531826,,3.240546201,0.0527040328,11864,-14121
1111,Alabama,Randolph,250,90,,,,2.760856056,,,2.394685738,,2.929302125,2.621643607,,,2.194410704,,2.822178371,0.0894798964,10853,-8928
1113,Alabama,Russell,639,89,14,6,22,2.72111565,,,2.547083058,2.595777057,3.044266316,2.528422728,,,2.329359466,2.464743546,2.90660152,0.0585477724,10542,-9305
1115,Alabama,St. Clair,905,87,10,5,15,3.045055498,,,2.686600402,2.67691854,3.118622969,2.886435354,,,2.600829358,2.801655216,2.936615828,0.0348825251,9628,-2112
1117,Alabama,Shelby,2328,94,4,2,6,3.197249943,,3.435175126,2.766172226,2.555121058,3.406888707,2.947296544,,3.629626934,2.495561715,2.453975173,3.13346027,0.066304732,10951,695
1119,Alabama,Sumter,121,92,,,,2.164739669,,,,,,1.813253853,,,,,,0.3578014106,13477,-50922
1121,Alabama,Talladega,730,93,13,7,19,2.727234524,,,2.445419425,2.430638526,2.964398501,2.600405103,,,2.288708242,2.47813159,2.842127825,0.108072019,11050,-11817
1123,Alabama,Tallapoosa,375,92,12,5,19,2.543644388,,,2.245845929,2.470209749,2.712501681,2.330366845,,,2.00607564,1.748803964,2.531974764,0.0834905619,10660,-7566
1125,Alabama,Tuscaloosa,1946,90,4,2,6,2.855172772,,,2.539892169,2.196184148,3.273614045,2.626843342,,4.031223545,2.257983112,2.248786393,3.035856057,0.2529984722,10672,-8818
1127,Alabama,Walker,719,89,7,3,12,2.937463464,,,2.564983156,,3.034158912,2.721670777,,,2.281264508,2.514899759,2.790175102,0.1012622497,11008,-4386
1129,Alabama,Washington,205,96,,,,2.913192653,,,2.752281212,,3.086108218,2.69839487,,,2.473083866,,2.872316358,0.1289374631,9930,-8159
1131,Alabama,Wilcox,113,88,,,,1.976705646,,,,,,1.933907096,,,,,,,13649,-47863
1133,Alabama,Winston,289,95,14,5,24,2.762504747,,,,,,2.691368045,,,,,,0.106110692,10924,-4104
2000,Alaska,,9329,78,11,10,13,,,,,,,,,,,,,0.2447918941,20457,6802
2013,Alaska,Aleutians East,,,,,,,,,,,,,,,,,,0.125347903,45022,26956
2016,Alaska,Aleutians West,,,,,,,,,,,,,,,,,,0.2085069874,23796,11035
2020,Alaska,Anchorage,3208,82,10,8,13,,,,,,,,,,,,,0.0949753073,14457,2908
2050,Alaska,Bethel,336,61,18,14,23,,,,,,,,,,,,,0.23084882,41567,-4229
2060,Alaska,Bristol Bay,,,,,,,,,,,,,,,,,,0.0272130118,50618,32380
2063,Alaska,Chugach,,,,,,,,,,,,,,,,,,0.1245674576,,
2066,Alaska,Copper River,,,,,,,,,,,,,,,,,,0.2060656901,,
2068,Alaska,Denali,82,82,,,,,,,,,,,,,,,,0.0447393418,9906,1499
2070,Alaska,Dillingham,,,,,,,,,,,,,,,,,,0.1662133079,36892,19324
2090,Alaska,Fairbanks North Star,1119,72,8,3,13,,,,,,,,,,,,,0.0570553689,14040,2459
2100,Alaska,Haines,,,,,,,,,,,,,,,,,,0.0417164818,21692,5020
2105,Alaska,Hoonah-Angoon,,,,,,,,,,,,,,,,,,0.4857620338,34782,10935
2110,Alaska,Juneau,323,80,17,6,27,,,,,,,,,,,,,0.028949938,21685,10781
2122,Alaska,Kenai Peninsula,665,79,10,5,14,,,,,,,,,,,,,0.0702146259,20456,9119
2130,Alaska,Ketchikan Gateway,163,82,,,,,,,,,,,,,,,,0.0332831707,22299,12445
2150,Alaska,Kodiak Island,169,82,,,,,,,,,,,,,,,,0.1009768035,24102,12975
2158,Alaska,Kusilvak,160,79,29,21,37,,,,,,,,,,,,,0.0953191082,,
2164,Alaska,Lake and Peninsula,,,,,,,,,,,,,,,,,,0.3656931341,,
2170,Alaska,Matanuska-Susitna,1252,84,10,7,13,,,,,,,,,,,,,0.0268373445,16925,7721
2180,Alaska,Nome,154,80,18,12,24,,,,,,,,,,,,,0.3284411498,31010,14590
2185,Alaska,North Slope,127,78,19,10,28,,,,,,,,,,,,,0.1209978658,38413,27662
2188,Alaska,Northwest Arctic,133,68,23,15,30,,,,,,,,,,,,,0.1102602486,35081,22364
2195,Alaska,Petersburg,,,,,,,,,,,,,,,,,,0.025092847,24579,12081
2198,Alaska,Prince of Wales-Hyder,,,,,,,,,,,,,,,,,,0.3307677925,33363,15971
2201,Alaska,Prince of Wales-Outer Ketchikan,,,,,,,,,,,,,,,,,,,,
2220,Alaska,Sitka,170,92,,,,,,,,,,,,,,,,0.1781037784,21969,10840
2230,Alaska,Skagway,,,,,,,,,,,,,,,,,,,25424,13362
2232,Alaska,Skagway-Hoonah-Angoon,,,,,,,,,,,,,,,,,,,,
2240,Alaska,Southeast Fairbanks,,,,,,,,,,,,,,,,,,0.3071099543,29032,9051
2261,Alaska,Valdez-Cordova,,,,,,,,,,,,,,,,,,,,
2270,Alaska,Wade Hampton,,,,,,,,,,,,,,,,,,,,
2275,Alaska,Wrangell,,,,,,,,,,,,,,,,,,0.0221895707,32459,15407
2280,Alaska,Wrangell-Petersburg,,,,,,,,,,,,,,,,,,,,
2282,Alaska,Yakutat,,,,,,,,,,,,,,,,,,0.2584941849,,
2290,Alaska,Yukon-Koyukuk,750,67,,,,,,,,,,,,,,,,0.276959978,,
4000,Arizona,,89007,76,8,8,9,,,,,,,,,,,,,0.2340639127,9536,-2728
4001,Arizona,Apache,731,79,19,15,23,,,,,,,,,,,,,0.5998698659,16134,-4545
4003,Arizona,Cochise,1454,82,7,3,10,,,,,,,,,,,,,0.2363579898,11771,-7992
4005,Arizona,Coconino,1363,80,5,3,6,,,,,,,,,,,,,0.2206451151,13584,-4758
4007,Arizona,Gila,538,74,14,8,21,,,,,,,,,,,,,0.3685528335,15799,-346
4009,Arizona,Graham,483,88,12,5,19,,,,,,,,,,,,,0.25830651,12507,-2316
4011,Arizona,Greenlee,102,95,,,,,,,,,,,,,,,,0.0854275385,9648,-875
4012,Arizona,La Paz,146,83,,,,,,,,,,,,,,,,0.0863064637,13477,-12902
4013,Arizona,Maricopa,61267,76,8,7,8,,,,,,,,,,,,,0.1887647152,10216,-4670
4015,Arizona,Mohave,1759,76,16,11,22,,,,,,,,,,,,,0.0976910918,11502,-8895
4017,Arizona,Navajo,1410,77,18,13,24,,,,,,,,,,,,,0.3781066926,13838,-3877
4019,Arizona,Pima,11021,73,7,6,9,,,,,,,,,,,,,0.1713311852,10334,-3322
4021,Arizona,Pinal,3466,80,10,8,13,,,,,,,,,,,,,0.0820737302,11222,-3911
4023,Arizona,Santa Cruz,776,89,,,,,,,,,,,,,,,,0.3431159745,13537,-3414
4025,Arizona,Yavapai,1669,79,7,4,10,,,,,,,,,,,,,0.0553698485,12263,-3184
4027,Arizona,Yuma,2822,83,11,8,14,,,,,,,,,,,,,0.1486782775,11326,-7917
5000,Arkansas,,35976,88,9,9,10,2.906668478,,,,,,2.792944199,,,,,,0.2859207624,10977,-5741
5001,Arkansas,Arkansas,204,88,,,,2.667889392,,,2.331047042,,2.95190009,2.629893823,,,2.128150714,,2.956990115,0.0787423457,10721,-7085
5003,Arkansas,Ashley,274,92,,,,2.620365274,,,2.141972032,2.680816507,2.781184746,2.702188379,,,2.224770541,3.035076581,2.826572435,0.0539551316,10453,-6714
5005,Arkansas,Baxter,409,91,14,6,22,3.103747989,,,,,,2.926859434,,,,,,0.0300630895,10121,-1491
5007,Arkansas,Benton,3692,90,7,5,9,3.278587415,,3.586224548,3.26078595,2.967305972,3.390932261,3.082781116,,3.616230996,3.014189622,2.718615863,3.198488841,0.1260728501,10778,-1895
5009,Arkansas,Boone,431,94,12,5,19,3.318050589,,,,2.975202014,3.337664442,3.168907078,,,,2.934135619,3.192769912,0.0541035843,10780,-2243
5011,Arkansas,Bradley,158,90,,,,2.709291368,,,2.57396019,2.504651289,3.004126019,2.580347877,,,2.371179108,2.580722801,2.726321443,0.0293673488,11692,-11654
5013,Arkansas,Calhoun,,,,,,2.494602107,,,,,,2.881162149,,,,,,0.0047596236,12547,-3442
5015,Arkansas,Carroll,274,85,,,,2.790651059,,,,2.766720609,2.819574614,2.714756857,,,,2.778966473,2.681757782,0.0761096097,12346,-9082
5017,Arkansas,Chicot,,,,,,2.30628668,,,,,,2.197991917,,,,,,0.0565753138,12734,-33265
5019,Arkansas,Clark,183,87,,,,2.369694938,,,2.117749365,,2.664619394,2.245922888,,,1.832247221,,2.590249952,0.0386516177,10320,-10186
5021,Arkansas,Clay,164,97,,,,2.77976488,,,,,,2.625811278,,,,,,0.0441964963,10143,-3253
5023,Arkansas,Cleburne,208,91,,,,3.220500425,,,,,,2.910996747,,,,,,0.0523916728,12342,-3943
5025,Arkansas,Cleveland,,,,,,2.798660979,,,2.354811713,,2.879333919,2.545757754,,,2.02992058,,2.667092829,0.0983071132,10306,-4689
5027,Arkansas,Columbia,252,92,,,,2.889977985,,,2.545821761,,3.189232734,2.769316774,,,2.243878054,,3.270655609,0.1271396714,11112,-6309
5029,Arkansas,Conway,236,93,,,,2.892634864,,,2.914626213,,2.917048771,2.718455924,,,2.54263006,,2.784904389,0.0772144394,11112,-3117
5031,Arkansas,Craighead,1383,90,8,4,12,2.881911122,,,2.41170335,2.488949293,3.091014759,2.782214027,,,2.193205749,2.561366892,3.05450588,0.2079035822,9958,-5693
5033,Arkansas,Crawford,785,93,11,5,16,2.807443153,,,2.587175314,2.786906309,2.816201443,2.698177314,,,2.247412807,2.609747326,2.704426531,0.0702361129,11514,-2932
5035,Arkansas,Crittenden,751,90,17,10,23,2.428972798,,,2.209494011,2.681344314,2.935065804,2.475546845,,,2.248069579,2.462462415,3.036810069,0.1630149406,12481,-24488
5037,Arkansas,Cross,221,93,,,,2.913467472,,,2.465551792,,3.115772061,2.905110914,,,2.445036597,,3.099396265,0.0502813727,10844,-3759
5039,Arkansas,Dallas,,,,,,2.886707483,,,2.627120268,,3.206175378,3.013848862,,,2.871657873,,3.232067291,0.0208557775,18244,-23911
5041,Arkansas,Desha,188,85,,,,2.503939476,,,2.368384275,,2.766860955,2.343093377,,,2.147013048,,2.618754421,0.0530763939,12216,-17495
5043,Arkansas,Drew,195,85,,,,2.332681339,,,2.05656984,,2.61263111,2.633128304,,,2.309943893,,2.834332664,0.022578263,10394,-7498
5045,Arkansas,Faulkner,1372,88,7,4,9,3.212602802,,3.807918812,2.675347895,2.787513191,3.371015742,2.996385853,,3.965108849,2.46152641,2.736233473,3.14015368,0.1389321326,10564,-1437
5047,Arkansas,Franklin,230,89,27,12,41,3.194551473,,,,,,3.067251386,,,,,,0.0214091929,10053,-3078
5049,Arkansas,Fulton,117,94,,,,3.440610623,,,,,,3.362274369,,,,,,0.0692586348,11218,-4367
5051,Arkansas,Garland,1161,86,10,5,16,2.947621973,,,2.401055558,2.811406221,3.056406702,2.922810592,,,2.417512024,2.815645795,3.021147885,0.1136666895,11290,-2295
5053,Arkansas,Grant,341,89,,,,3.192176989,,,,,,3.028381881,,,,,,0.0284897484,9460,-3172
5055,Arkansas,Greene,522,91,,,,2.696635757,,,2.048606573,2.587419452,2.757013421,2.584036476,,,2.261416464,2.410653074,2.613357809,0.0648013892,10066,-1582
5057,Arkansas,Hempstead,241,87,,,,2.712630946,,,2.524333519,2.622692383,3.027864526,2.485232644,,,2.238253252,2.478164199,2.682898196,0.1828015019,10462,-9612
5059,Arkansas,Hot Spring,363,90,,,,2.877306853,,,2.454323411,2.717617677,2.997999984,2.734764951,,,1.907200584,2.687619003,2.906033469,0.1853556455,10340,-4565
5061,Arkansas,Howard,222,97,,,,2.871763802,,,2.618826132,2.901928728,2.991192361,2.621412627,,,2.26907225,2.568898529,2.83490589,0.1381097566,14418,-10965
5063,Arkansas,Independence,443,90,,,,2.827279732,,,2.31131755,2.623844866,2.918424656,2.726219054,,,2.238546009,2.460647355,2.805176255,0.1081344571,11574,-3456
5065,Arkansas,Izard,136,95,,,,3.112610498,,,,,,3.123282146,,,,,,0.060585832,11325,-5928
5067,Arkansas,Jackson,116,84,,,,2.980660443,,,2.879561303,,3.091106407,2.925133878,,,2.399858016,,3.154188466,0.1025301433,11918,-7003
5069,Arkansas,Jefferson,762,81,13,7,19,2.290235438,,,2.048844103,,3.040487563,2.166729967,,,1.923926806,,2.736011353,0.3261123993,11366,-12899
5071,Arkansas,Johnson,312,89,,,,2.821157409,,2.584921622,,2.679597753,2.924062619,2.645955316,,2.638506521,,2.573495631,2.712800768,0.1286112959,11180,-4813
5073,Arkansas,Lafayette,,,,,,2.623571102,,,2.469417739,,2.949421922,2.469461395,,,2.21877796,,2.701061418,0.0986922634,14522,-16829
5075,Arkansas,Lawrence,212,90,,,,2.788560393,,,,,,2.720102383,,,,,,0.0629414993,10679,-4659
5077,Arkansas,Lee,64,78,,,,2.084555281,,,,,,1.774858337,,,,,,0.0151402495,11422,-37796
5079,Arkansas,Lincoln,126,92,,,,2.384595735,,,,,,2.408560148,,,,,,0.0033482199,10676,-4226
5081,Arkansas,Little River,165,93,,,,2.838145454,,,2.699433483,,2.854597405,2.695056235,,,2.387171908,,2.731162903,0.0331355384,10209,-7642
5083,Arkansas,Logan,261,95,,,,2.876591208,,,,,,2.887160163,,,,,,0.0602168735,10420,-2101
5085,Arkansas,Lonoke,1042,88,8,4,13,2.999718133,,,2.484276919,2.684585953,3.066441645,3.05010692,,,2.332665235,2.731176936,3.14042969,0.0716128288,10919,-4587
5087,Arkansas,Madison,183,88,,,,2.627357395,,,,,,2.761806731,,,,,,0.034525489,10756,-1227
5089,Arkansas,Marion,139,89,,,,2.802949757,,,,,,2.850804486,,,,,,0.0325429707,10029,-4329
5091,Arkansas,Miller,443,83,18,6,30,2.786626307,,,2.551730051,2.70618197,2.976265229,2.829906142,,,2.59803716,2.463399818,3.04687865,0.2637369249,10575,-3050
5093,Arkansas,Mississippi,492,86,,,,2.563090046,,,2.213085801,2.850426735,2.923135244,2.535289536,,,2.19593905,2.435113729,2.920856336,0.3348076763,12172,-11032
5095,Arkansas,Monroe,,,,,,2.246373761,,,2.124547192,,2.373612709,2.08348826,,,1.92044606,,2.274456246,0.0348522022,13084,-27798
5097,Arkansas,Montgomery,,,,,,2.873404619,,,,,,2.738831714,,,,,,0.0613443153,11136,-6264
5099,Arkansas,Nevada,112,93,,,,2.482120081,,,2.400005896,,2.530056122,2.447615481,,,2.239922601,,2.551754207,0.0407318951,11484,-10278
5101,Arkansas,Newton,112,93,,,,2.386003914,,,,,,2.332356517,,,,,,,12211,-2253
5103,Arkansas,Ouachita,256,94,,,,2.650347744,,,2.291925449,,2.976395156,2.594024375,,,2.247544756,,2.963912465,0.1117421706,11338,-7503
5105,Arkansas,Perry,115,91,,,,2.968336799,,,,,,2.672720778,,,,,,0.0373134816,10508,-5597
5107,Arkansas,Phillips,259,82,,,,2.597764692,,,2.522559868,,3.07966343,2.292336859,,,2.168973563,,2.870228785,0.3068338279,12707,-28892
5109,Arkansas,Pike,159,96,,,,2.836880151,,,,2.60653926,2.899983922,2.852394012,,,,2.880628348,2.879265541,0.0620628403,11389,-4566
5111,Arkansas,Poinsett,284,85,,,,2.708863729,,,2.461083447,2.501396514,2.862367375,2.712761167,,,2.42615315,2.922142619,2.783036073,0.0706721034,11646,-7703
5113,Arkansas,Polk,242,92,24,11,37,3.054854668,,,,3.177553382,3.034862566,2.915903282,,,,2.975150858,2.91402063,0.0751225436,10461,-3101
5115,Arkansas,Pope,718,92,6,2,9,3.152561533,,,2.413920463,2.862072517,3.253446829,2.984423972,,,2.377138822,2.683884626,3.083661504,0.1181383306,10539,-4222
5117,Arkansas,Prairie,,,,,,2.985841063,,,,,,2.818300868,,,,,,0.0260603104,10732,-5556
5119,Arkansas,Pulaski,4378,79,11,8,14,2.744858875,,3.862774017,2.461669134,2.473317238,3.421674665,2.615195377,,3.745563471,2.265679971,2.447382689,3.315551747,0.1512480296,13190,-12719
5121,Arkansas,Randolph,186,89,,,,2.556129308,,,,,,2.539545905,,,,,,0.0601106486,9766,-7155
5123,Arkansas,St. Francis,207,93,,,,2.298138253,,,2.047264158,,2.967611665,2.142305531,,,1.993970003,,2.590105389,0.46329817,9990,-17614
5125,Arkansas,Saline,1306,91,9,5,13,3.195947105,,3.537185136,2.812656975,3.061893927,3.254677649,3.100972003,,3.451735196,2.761625357,2.75659806,3.193081067,0.074966349,9140,-697
5127,Arkansas,Scott,141,93,,,,2.700204709,,,,2.388104876,2.786563968,2.648165109,,,,2.400235671,2.69122637,0.042623517,11079,-3409
5129,Arkansas,Searcy,,,,,,3.364858531,,,,,,3.251175159,,,,,,0.0433415629,12190,-2534
5131,Arkansas,Sebastian,1544,90,14,9,20,3.0296078,,3.259355854,2.57825538,2.717138951,3.230922656,2.853530201,,3.024361838,2.450205428,2.492378447,3.114520762,0.1475382281,10395,-3984
5133,Arkansas,Sevier,249,94,,,,3.164105201,,,,3.140021957,3.303287212,2.94624865,,,,2.831707847,3.139469565,0.0743012769,12076,-6559
5135,Arkansas,Sharp,225,94,,,,2.919545635,,,,,,2.910175904,,,,,,0.0355313447,10816,-2838
5137,Arkansas,Stone,99,92,,,,3.24181038,,,,,,3.222497046,,,,,,0.0540941046,11748,-4055
5139,Arkansas,Union,527,91,,,,2.735673973,,,2.443048489,2.740608645,3.065008497,2.529256753,,,2.160732144,2.847843842,2.823896416,0.1056540767,11596,-5752
5141,Arkansas,Van Buren,163,91,,,,3.087492844,,,,,,2.851535144,,,,,,0.0593637709,12523,-4013
5143,Arkansas,Washington,3313,90,6,4,8,2.975105692,,2.576090544,2.76119186,2.723217925,3.286978665,2.85682783,,2.230635043,2.532044637,2.626228378,3.189728512,0.1760788485,10366,-1781
5145,Arkansas,White,910,88,6,3,9,2.930942504,,,2.833162784,2.588180383,2.984015361,2.794763267,,,2.54744053,2.357343483,2.876464354,0.0732454292,10443,-3005
5147,Arkansas,Woodruff,,,,,,2.847651044,,,,,,2.849700651,,,,,,0.173885746,13608,-13769
5149,Arkansas,Yell,279,92,,,,3.03019342,,,,2.94714773,3.095631957,2.983277694,,,,2.673957784,3.200382011,0.0585757383,10892,-8290
6000,California,,425527,88,7,6,7,2.900987435,,,,,,2.745055491,,,,,,0.2868643338,14356,-2400
6001,California,Alameda,15933,87,5,4,5,3.067639399,,3.628747076,2.252624891,2.501986597,3.55128025,2.994174285,,3.687282445,2.077646258,2.359669215,3.451954797,0.2217241609,14412,137
6003,California,Alpine,,,,,,,,,,,,,,,,,,0.0632291233,,
