FIPS,State,County,Injury Deaths # Injury Deaths,Injury Deaths Injury Death Rate,Injury Deaths 95% CI - Low,Injury Deaths 95% CI - High,Injury Deaths National Z-Score,Injury Deaths Injury Death Rate (Hispanic (all races)),Injury Deaths Injury Death Rate (Hispanic (all races)) 95% CI - Low,Injury Deaths Injury Death Rate (Hispanic (all races)) 95% CI - High,Injury Deaths Injury Death Rate (Non-Hispanic AIAN),Injury Deaths Injury Death Rate (Non-Hispanic AIAN) 95% CI - Low,Injury Deaths Injury Death Rate (Non-Hispanic AIAN) 95% CI - High,Injury Deaths Injury Death Rate (Non-Hispanic Asian),Injury Deaths Injury Death Rate (Non-Hispanic Asian) 95% CI - Low,Injury Deaths Injury Death Rate (Non-Hispanic Asian) 95% CI - High,Injury Deaths Injury Death Rate (Non-Hispanic Black),Injury Deaths Injury Death Rate (Non-Hispanic Black) 95% CI - Low,Injury Deaths Injury Death Rate (Non-Hispanic Black) 95% CI - High,Injury Deaths Injury Death Rate (Non-Hispanic Native Hawaiian and Other Pacific Islander),Injury Deaths Injury Death Rate (Non-Hispanic Native Hawaiian and Other Pacific Islander) 95% CI - Low,Injury Deaths Injury Death Rate (Non-Hispanic Native Hawaiian and Other Pacific Islander) 95% CI - High,Injury Deaths Injury Death Rate (Non-Hispanic 2+ races),Injury Deaths Injury Death Rate (Non-Hispanic 2+ races) 95% CI - Low,Injury Deaths Injury Death Rate (Non-Hispanic 2+ races) 95% CI - High,Injury Deaths Injury Death Rate (Non-Hispanic White),Injury Deaths Injury Death Rate (Non-Hispanic White) 95% CI - Low,Injury Deaths Injury Death Rate (Non-Hispanic White) 95% CI - High
1000,Alabama,,22258,90,89,92,,,,,,,,,,,,,,,,,,,,,,
1001,Alabama,Autauga,192,68,58,78,-0.983659256,,,,,,,,,,84,61,111,,,,,,,68,57,79
1003,Alabama,Baldwin,870,78,72,83,-0.652489972,36,22,56,,,,,,,74,58,94,,,,,,,83,77,89
1005,Alabama,Barbour,106,85,69,101,-0.383071258,,,,,,,,,,86,64,113,,,,,,,90,67,118
1007,Alabama,Bibb,112,100,81,118,0.1313506357,,,,,,,,,,88,55,135,,,,,,,107,86,132
1009,Alabama,Blount,284,98,86,109,0.0543158674,39,20,70,,,,,,,,,,,,,,,,105,92,118
1011,Alabama,Bullock,55,108,81,141,0.4194022453,,,,,,,,,,117,84,159,,,,,,,121,64,206
1013,Alabama,Butler,107,110,89,131,0.4805302278,,,,,,,,,,117,87,154,,,,,,,109,82,142
1015,Alabama,Calhoun,555,97,89,105,0.0295039146,52,27,91,,,,,,,81,65,98,,,,,,,107,97,117
1017,Alabama,Chambers,159,95,80,109,-0.05332606,,,,,,,,,,64,47,87,,,,,,,122,100,145
1019,Alabama,Cherokee,134,104,86,121,0.2586450616,,,,,,,,,,,,,,,,,,,,,
1021,Alabama,Chilton,208,94,81,106,-0.091438303,,,,,,,,,,81,48,129,,,,,,,101,86,116
1023,Alabama,Choctaw,69,109,85,138,0.4468745559,,,,,,,,,,118,80,168,,,,,,,106,75,146
1025,Alabama,Clarke,112,95,78,113,-0.034906541,,,,,,,,,,95,71,126,,,,,,,101,77,130
1027,Alabama,Clay,76,113,89,142,0.5926527859,,,,,,,,,,,,,,,,,,,,,
1029,Alabama,Cleburne,89,119,95,146,0.7935278048,,,,,,,,,,,,,,,,,,,,,
1031,Alabama,Coffee,193,73,63,84,-0.801786522,,,,,,,,,,85,60,116,,,,,,,81,68,94
1033,Alabama,Colbert,223,80,70,91,-0.551654682,,,,,,,,,,72,49,102,,,,,,,87,75,100
1035,Alabama,Conecuh,70,117,91,147,0.716795581,,,,,,,,,,113,77,161,,,,,,,126,89,173
1037,Alabama,Coosa,56,105,79,137,0.3154448818,,,,,,,,,,131,81,201,,,,,,,100,70,139
1039,Alabama,Covington,186,100,86,115,0.1415814822,,,,,,,,,,91,56,139,,,,,,,105,89,121
1041,Alabama,Crenshaw,69,101,79,128,0.1730844437,,,,,,,,,,100,57,162,,,,,,,108,81,142
1043,Alabama,Cullman,429,101,92,111,0.1751089302,52,25,97,,,,,,,,,,,,,,,,106,96,117
1045,Alabama,Dale,204,83,72,94,-0.459010353,,,,,,,,,,83,60,113,,,,,,,87,73,102
1047,Alabama,Dallas,233,124,108,140,0.9602787526,,,,,,,,,,129,110,148,,,,,,,118,90,152
1049,Alabama,DeKalb,368,103,92,113,0.2314663347,37,23,57,,,,,,,,,,,,,,,,120,107,132
1051,Alabama,Elmore,293,70,62,78,-0.901187729,,,,,,,,,,67,51,87,,,,,,,75,65,85
1053,Alabama,Escambia,228,124,108,140,0.9740638949,,,,193,103,331,,,,82,60,109,,,,,,,147,125,170
1055,Alabama,Etowah,488,95,87,104,-0.037019471,56,29,97,,,,,,,92,72,115,,,,,,,100,91,110
1057,Alabama,Fayette,84,103,82,127,0.2368475876,,,,,,,,,,117,58,209,,,,,,,105,82,132
1059,Alabama,Franklin,148,94,79,109,-0.082139663,39,19,69,,,,,,,,,,,,,,,,109,91,128
1061,Alabama,Geneva,128,97,80,114,0.0247420868,,,,,,,,,,132,75,214,,,,,,,100,81,118
1063,Alabama,Greene,36,89,63,124,-0.238723196,,,,,,,,,,72,46,108,,,,,,,185,98,316
1065,Alabama,Hale,76,103,81,129,0.2470318458,,,,,,,,,,106,77,142,,,,,,,106,72,151
1067,Alabama,Henry,84,97,78,121,0.0427823976,,,,,,,,,,91,56,141,,,,,,,105,81,134
1069,Alabama,Houston,396,75,67,82,-0.74504965,,,,,,,,,,63,50,77,,,,,,,83,74,93
1071,Alabama,Jackson,245,94,83,106,-0.063221669,,,,,,,,,,,,,,,,,,,,,
1073,Alabama,Jefferson,3796,115,111,119,0.6587721312,69,56,85,,,,26,14,42,128,122,134,,,,,,,113,108,118
1075,Alabama,Lamar,73,106,83,133,0.3337492682,,,,,,,,,,,,,,,,,,,,,
1077,Alabama,Lauderdale,371,80,72,88,-0.573291461,,,,,,,,,,65,44,93,,,,,,,85,75,94
1079,Alabama,Lawrence,167,101,86,117,0.1786970627,,,,,,,,,,120,74,183,,,,,,,113,95,132
1081,Alabama,Lee,532,64,58,69,-1.132384193,,,,,,,41,22,69,83,70,96,,,,,,,62,55,68
1083,Alabama,Limestone,319,64,57,71,-1.128222354,61,37,95,,,,,,,41,28,60,,,,,,,70,62,79
1085,Alabama,Lowndes,63,128,98,163,1.0976033141,,,,,,,,,,146,109,192,,,,,,,81,39,150
1087,Alabama,Macon,101,110,88,131,0.4734606333,,,,,,,,,,114,91,142,,,,,,,106,61,172
1089,Alabama,Madison,1422,76,72,80,-0.710987338,46,34,62,,,,28,15,47,75,67,83,,,,,,,83,78,88
1091,Alabama,Marengo,99,104,85,127,0.2795984283,,,,,,,,,,113,85,147,,,,,,,97,69,131
1093,Alabama,Marion,124,84,69,98,-0.438144845,,,,,,,,,,,,,,,,,,,,,
1095,Alabama,Marshall,429,89,80,97,-0.261263242,41,27,59,,,,,,,141,82,226,,,,,,,98,88,108
1097,Alabama,Mobile,1888,91,87,95,-0.168559357,40,26,59,82,46,135,47,29,72,92,85,99,,,,,,,98,92,103
1099,Alabama,Monroe,102,99,80,118,0.0919080447,,,,,,,,,,116,86,153,,,,,,,84,62,112
1101,Alabama,Montgomery,900,80,74,85,-0.580140528,53,33,81,,,,,,,88,81,95,,,,,,,77,68,85
1103,Alabama,Morgan,558,93,85,101,-0.117134764,35,21,55,,,,,,,102,81,127,,,,,,,101,92,111
1105,Alabama,Perry,44,99,72,133,0.0987706012,,,,,,,,,,97,65,139,,,,,,,115,64,189
1107,Alabama,Pickens,92,93,75,114,-0.101536885,,,,,,,,,,94,66,130,,,,,,,97,72,127
1109,Alabama,Pike,122,74,61,87,-0.787770745,,,,,,,,,,74,54,99,,,,,,,75,58,95
1111,Alabama,Randolph,115,102,83,120,0.1947364273,,,,,,,,,,93,57,143,,,,,,,108,87,132
1113,Alabama,Russell,359,124,111,137,0.9691404907,,,,,,,,,,92,76,109,,,,,,,172,150,195
1115,Alabama,St. Clair,449,100,91,109,0.1267904685,,,,,,,,,,62,41,91,,,,,,,107,97,118
1117,Alabama,Shelby,688,63,58,68,-1.166193209,36,23,54,,,,,,,48,38,61,,,,,,,70,64,75
1119,Alabama,Sumter,75,121,95,151,0.8534012474,,,,,,,,,,140,108,180,,,,,,,84,45,143
1121,Alabama,Talladega,427,106,96,116,0.3567985958,,,,,,,,,,98,81,115,,,,,,,118,104,131
1123,Alabama,Tallapoosa,195,96,83,110,0.0008938157,,,,,,,,,,74,53,101,,,,,,,108,91,126
1125,Alabama,Tuscaloosa,733,69,64,74,-0.95332883,52,33,79,,,,,,,62,54,70,,,,,,,76,69,83
1127,Alabama,Walker,384,120,108,132,0.8426048571,,,,,,,,,,78,43,128,,,,,,,128,115,141
1129,Alabama,Washington,79,98,78,123,0.0746201108,,,,179,89,320,,,,70,37,119,,,,,,,105,79,137
1131,Alabama,Wilcox,70,134,104,169,1.3102935604,,,,,,,,,,152,115,198,,,,,,,99,54,167
1133,Alabama,Winston,117,99,81,117,0.0990527871,,,,,,,,,,,,,,,,,,,,,
2000,Alaska,,3841,105,101,108,,,,,,,,,,,,,,,,,,,,,,
2013,Alaska,Aleutians East,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Alaska,Aleutians West,20,72,44,111,-0.852351829,,,,,,,,,,,,,,,,,,,,,
2020,Alaska,Anchorage,1348,93,88,98,-0.110195907,55,43,69,248,219,276,34,25,45,88,69,112,57,36,85,,,,87,80,93
2050,Alaska,Bethel,195,213,183,243,3.0,,,,,,,,,,,,,,,,,,,,,
2060,Alaska,Bristol Bay,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2063,Alaska,Chugach,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,Alaska,Copper River,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,Alaska,Denali,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,Alaska,Dillingham,47,192,141,256,3.0,,,,,,,,,,,,,,,,,,,,,
2090,Alaska,Fairbanks North Star,453,93,84,102,-0.108784069,45,27,71,232,185,286,,,,52,27,90,,,,,,,85,75,95
2100,Alaska,Haines,10,82,39,151,-0.50014162,,,,,,,,,,,,,,,,,,,,,
2105,Alaska,Hoonah-Angoon,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2110,Alaska,Juneau,147,92,77,107,-0.150369498,,,,103,61,163,,,,,,,,,,,,,86,69,106
2122,Alaska,Kenai Peninsula,275,93,82,104,-0.103715393,,,,80,48,127,,,,,,,,,,,,,97,84,109
2130,Alaska,Ketchikan Gateway,78,113,89,141,0.5795548455,,,,243,153,369,,,,,,,,,,,,,100,73,135
2150,Alaska,Kodiak Island,56,85,65,111,-0.376462997,,,,285,179,432,,,,,,,,,,,,,75,48,112
2158,Alaska,Kusilvak,106,255,207,304,3.0,,,,,,,,,,,,,,,,,,,,,
2164,Alaska,Lake and Peninsula,18,234,138,369,3.0,,,,,,,,,,,,,,,,,,,,,
2170,Alaska,Matanuska-Susitna,516,95,87,103,-0.042301794,60,35,95,178,136,228,,,,,,,,,,,,,94,84,103
2180,Alaska,Nome,112,225,184,267,3.0,,,,,,,,,,,,,,,,,,,,,
2185,Alaska,North Slope,63,127,97,162,1.0644401084,,,,,,,,,,,,,,,,,,,,,
2188,Alaska,Northwest Arctic,84,220,175,272,3.0,,,,,,,,,,,,,,,,,,,,,
2195,Alaska,Petersburg,10,61,29,112,-1.232954048,,,,,,,,,,,,,,,,,,,,,
2198,Alaska,Prince of Wales-Hyder,55,178,134,231,2.8510073908,,,,238,161,340,,,,,,,,,,,,,144,88,222
2201,Alaska,Prince of Wales-Outer Ketchikan,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,Alaska,Sitka,37,87,61,120,-0.328714904,,,,246,138,406,,,,,,,,,,,,,76,47,118
2230,Alaska,Skagway,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,Alaska,Skagway-Hoonah-Angoon,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Alaska,Southeast Fairbanks,36,104,73,144,0.2723901667,,,,,,,,,,,,,,,,,,,,,
2261,Alaska,Valdez-Cordova,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,Alaska,Wade Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,Alaska,Wrangell,15,124,69,205,0.9746489675,,,,,,,,,,,,,,,,,,,,,
2280,Alaska,Wrangell-Petersburg,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,Alaska,Yakutat,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,Alaska,Yukon-Koyukuk,69,263,204,332,3.0,,,,,,,,,,,,,,,,,,,,,
4000,Arizona,,34672,96,95,97,,,,,,,,,,,,,,,,,,,,,,
4001,Arizona,Apache,806,228,213,244,4.6235732115,81,49,127,265,245,285,,,,,,,,,,,,,146,118,178
4003,Arizona,Cochise,606,96,88,104,-0.004519054,64,54,75,,,,,,,41,19,75,,,,,,,122,110,133
4005,Arizona,Coconino,848,119,111,127,0.7859720002,70,55,88,224,203,246,,,,,,,,,,,,,86,77,95
4007,Arizona,Gila,448,166,151,182,2.4531217458,112,85,145,216,175,264,,,,,,,,,,,,,172,152,192
4009,Arizona,Graham,184,96,82,109,-0.023010148,86,65,112,137,94,194,,,,,,,,,,,,,97,78,118
4011,Arizona,Greenlee,41,87,62,118,-0.324225472,75,44,121,,,,,,,,,,,,,,,,103,64,156
4012,Arizona,La Paz,176,175,149,201,2.7477124339,99,66,144,249,166,357,,,,,,,,,,,,,193,157,229
4013,Arizona,Maricopa,19493,87,86,89,-0.303400093,67,66,69,131,119,143,29,26,33,114,108,119,66,44,95,,,,98,96,99
4015,Arizona,Mohave,1468,138,131,145,1.4616551646,77,65,90,169,119,234,,,,85,41,156,,,,,,,148,139,156
4017,Arizona,Navajo,973,177,166,188,2.8153899144,76,57,101,254,234,275,,,,,,,,,,,,,127,112,141
4019,Arizona,Pima,5478,105,102,108,0.3048157356,78,74,82,162,140,184,32,23,42,123,106,139,,,,,,,122,118,126
4021,Arizona,Pinal,1718,76,72,79,-0.71692593,58,52,63,139,116,162,,,,72,57,90,,,,,,,82,77,87
4023,Arizona,Santa Cruz,159,68,57,79,-0.985728419,60,49,71,,,,,,,,,,,,,,,,116,83,157
4025,Arizona,Yavapai,1499,127,121,134,1.0871495502,61,50,73,165,109,241,93,48,162,,,,,,,,,,139,132,147
4027,Arizona,Yuma,775,73,68,78,-0.801909149,49,44,55,213,134,323,,,,90,54,143,,,,,,,116,104,128
5000,Arkansas,,13419,89,87,90,,,,,,,,,,,,,,,,,,,,,,
5001,Arkansas,Arkansas,99,113,92,138,0.600916143,,,,,,,,,,162,113,226,,,,,,,103,79,132
5003,Arkansas,Ashley,92,94,76,115,-0.080279186,,,,,,,,,,122,82,175,,,,,,,91,70,117
5005,Arkansas,Baxter,208,99,86,113,0.1121121107,,,,,,,,,,,,,,,,,,,,,
5007,Arkansas,Benton,854,61,57,65,-1.230289556,25,19,32,49,24,90,,,,39,19,72,,,,,,,74,69,80
5009,Arkansas,Boone,170,91,77,104,-0.196731211,,,,,,,,,,,,,,,,,,,,,
5011,Arkansas,Bradley,57,106,81,138,0.3574233057,,,,,,,,,,123,73,195,,,,,,,109,74,154
5013,Arkansas,Calhoun,36,141,99,195,1.5600291443,,,,,,,,,,,,,,,,,,,,,
5015,Arkansas,Carroll,156,110,93,128,0.4984745797,,,,,,,,,,,,,,,,,,,,,
5017,Arkansas,Chicot,49,96,71,127,-0.012249852,,,,,,,,,,88,56,131,,,,,,,126,81,186
5019,Arkansas,Clark,73,66,52,83,-1.044091207,,,,,,,,,,76,46,117,,,,,,,68,50,89
5021,Arkansas,Clay,101,138,111,165,1.4715335337,,,,,,,,,,,,,,,,,,,,,
5023,Arkansas,Cleburne,142,114,95,132,0.6128122875,,,,,,,,,,,,,,,,,,,,,
5025,Arkansas,Cleveland,39,98,70,134,0.0766486851,,,,,,,,,,,,,,,,,,,,,
5027,Arkansas,Columbia,97,83,67,101,-0.454466985,,,,,,,,,,110,80,147,,,,,,,74,55,97
5029,Arkansas,Conway,90,86,69,106,-0.353127873,,,,,,,,,,135,77,219,,,,,,,82,64,104
5031,Arkansas,Craighead,392,71,64,78,-0.872553459,,,,,,,,,,59,44,77,,,,,,,80,71,88
5033,Arkansas,Crawford,232,74,64,84,-0.774549973,,,,,,,,,,,,,,,,,,,,,
5035,Arkansas,Crittenden,261,109,95,122,0.4365595141,,,,,,,,,,102,85,120,,,,,,,127,104,149
5037,Arkansas,Cross,94,114,92,139,0.6074044949,,,,,,,,,,58,29,103,,,,,,,137,109,170
5039,Arkansas,Dallas,34,98,68,137,0.063770183,,,,,,,,,,,,,,,,,,,,,
5041,Arkansas,Desha,54,95,71,124,-0.040780632,,,,,,,,,,86,55,130,,,,,,,112,74,161
5043,Arkansas,Drew,82,91,72,113,-0.183401922,,,,,,,,,,103,68,152,,,,,,,91,68,118
5045,Arkansas,Faulkner,433,69,63,76,-0.945855737,45,23,79,,,,,,,70,52,91,,,,,,,73,65,80
5047,Arkansas,Franklin,84,95,76,118,-0.043478671,,,,,,,,,,,,,,,,,,,,,
5049,Arkansas,Fulton,67,109,85,139,0.4570260571,,,,,,,,,,,,,,,,,,,,,
5051,Arkansas,Garland,614,123,114,133,0.9537914574,70,44,108,,,,,,,115,85,152,,,,,,,131,119,142
5053,Arkansas,Grant,85,93,74,115,-0.102397555,,,,,,,,,,,,,,,,,,,,,
5055,Arkansas,Greene,205,90,78,102,-0.21362545,,,,,,,,,,,,,,,,,,,,,
5057,Arkansas,Hempstead,74,70,55,88,-0.923380267,,,,,,,,,,54,31,86,,,,,,,94,71,123
5059,Arkansas,Hot Spring,198,118,101,134,0.7583293136,,,,,,,,,,108,66,166,,,,,,,124,106,143
5061,Arkansas,Howard,55,84,63,109,-0.441261549,,,,,,,,,,163,102,247,,,,,,,70,47,100
5063,Arkansas,Independence,156,83,70,96,-0.468761178,,,,,,,,,,,,,,,,,,,,,
5065,Arkansas,Izard,73,107,84,134,0.3670142037,,,,,,,,,,,,,,,,,,,,,
5067,Arkansas,Jackson,76,90,71,113,-0.203413912,,,,,,,,,,,,,,,,,,,,,
5069,Arkansas,Jefferson,420,125,113,137,1.016771876,,,,,,,,,,133,116,149,,,,,,,124,105,143
5071,Arkansas,Johnson,119,90,74,106,-0.216032556,,,,,,,,,,,,,,,,,,,,,
5073,Arkansas,Lafayette,23,70,44,105,-0.920112983,,,,,,,,,,85,41,157,,,,,,,62,32,108
5075,Arkansas,Lawrence,105,128,103,152,1.1104449913,,,,,,,,,,,,,,,,,,,,,
5077,Arkansas,Lee,57,129,98,167,1.1510291337,,,,,,,,,,122,82,175,,,,,,,149,98,217
5079,Arkansas,Lincoln,75,114,89,142,0.6082862733,,,,,,,,,,91,54,144,,,,,,,125,94,164
5081,Arkansas,Little River,57,93,71,121,-0.099151945,,,,,,,,,,,,,,,,,,,,,
5083,Arkansas,Logan,114,106,87,125,0.3433145634,,,,,,,,,,,,,,,,,,,,,
5085,Arkansas,Lonoke,293,80,70,89,-0.582511281,,,,,,,,,,43,21,80,,,,,,,88,78,99
5087,Arkansas,Madison,75,90,71,113,-0.203213642,,,,,,,,,,,,,,,,,,,,,
5089,Arkansas,Marion,88,105,84,130,0.3171286289,,,,,,,,,,,,,,,,,,,,,
5091,Arkansas,Miller,185,85,73,98,-0.377066787,,,,,,,,,,68,48,94,,,,,,,95,80,111
5093,Arkansas,Mississippi,243,119,104,134,0.8064995031,,,,,,,,,,158,129,187,,,,,,,102,84,120
5095,Arkansas,Monroe,48,141,104,187,1.5797915622,,,,,,,,,,148,90,228,,,,,,,142,93,208
5097,Arkansas,Montgomery,53,119,89,156,0.8064030208,,,,,,,,,,,,,,,,,,,,,
5099,Arkansas,Nevada,34,83,57,115,-0.476521801,,,,,,,,,,80,38,147,,,,,,,89,56,134
5101,Arkansas,Newton,41,107,77,146,0.3906808612,,,,,,,,,,,,,,,,,,,,,
5103,Arkansas,Ouachita,112,96,78,114,0.0036149581,,,,,,,,,,95,69,128,,,,,,,103,80,131
5105,Arkansas,Perry,56,109,82,141,0.4431000891,,,,,,,,,,,,,,,,,,,,,
5107,Arkansas,Phillips,144,164,138,191,2.384922158,,,,,,,,,,176,142,215,,,,,,,153,112,204
5109,Arkansas,Pike,53,100,75,131,0.1452028919,,,,,,,,,,,,,,,,,,,,,
5111,Arkansas,Poinsett,134,114,95,133,0.6211734781,,,,,,,,,,,,,,,,,,,,,
5113,Arkansas,Polk,106,107,87,127,0.3736307488,,,,,,,,,,,,,,,,,,,,,
5115,Arkansas,Pope,223,70,61,79,-0.926073371,,,,,,,,,,,,,,,,,,,,,
5117,Arkansas,Prairie,34,84,58,117,-0.426208758,,,,,,,,,,,,,,,,,,,,,
5119,Arkansas,Pulaski,1939,98,94,103,0.0798254156,47,35,60,,,,24,12,44,108,101,116,,,,,,,104,98,110
5121,Arkansas,Randolph,86,95,76,117,-0.042863728,,,,,,,,,,,,,,,,,,,,,
5123,Arkansas,St. Francis,133,107,89,126,0.3939281347,,,,,,,,,,110,86,139,,,,,,,120,92,155
5125,Arkansas,Saline,573,94,86,101,-0.091096042,44,24,74,,,,,,,63,43,90,,,,,,,103,94,112
5127,Arkansas,Scott,58,114,86,147,0.6110319266,,,,,,,,,,,,,,,,,,,,,
5129,Arkansas,Searcy,45,114,83,152,0.620487955,,,,,,,,,,,,,,,,,,,,,
5131,Arkansas,Sebastian,511,80,73,87,-0.569437064,37,26,51,,,,38,19,68,82,57,115,,,,,,,95,86,104
5133,Arkansas,Sevier,63,75,58,96,-0.732202327,45,24,78,,,,,,,,,,,,,,,,96,70,128
5135,Arkansas,Sharp,101,116,93,138,0.6846755005,,,,,,,,,,,,,,,,,,,,,
5137,Arkansas,Stone,63,101,77,129,0.1529364442,,,,,,,,,,,,,,,,,,,,,
5139,Arkansas,Union,226,117,101,132,0.7141116913,,,,,,,,,,115,90,145,,,,,,,125,105,145
5141,Arkansas,Van Buren,99,121,98,147,0.8640603051,,,,,,,,,,,,,,,,,,,,,
5143,Arkansas,Washington,619,52,47,56,-1.56077964,30,23,38,,,,,,,83,57,116,46,26,77,,,,59,54,64
5145,Arkansas,White,351,89,80,99,-0.235343051,56,27,104,,,,,,,103,61,163,,,,,,,93,83,103
5147,Arkansas,Woodruff,37,116,82,161,0.7102539314,,,,,,,,,,,,,,,,,,,,,
5149,Arkansas,Yell,91,86,69,106,-0.353417784,,,,,,,,,,,,,,,,,,,,,
6000,California,,116137,59,59,59,,,,,,,,,,,,,,,,,,,,,,
6001,California,Alameda,3978,48,46,49,-1.688879636,42,39,45,67,37,113,20,18,21,120,113,127,62,45,84,,,,59,56,62
6003,California,Alpine,18,316,187,499,3.0,,,,,,,,,,,,,,,,,,,,,
6005,California,Amador,212,106,92,121,0.3601042777,72,44,110,,,,,,,,,,,,,,,,118,101,135
6007,California,Butte,1182,107,101,113,0.3915617436,55,44,65,152,99,222,36,21,56,212,149,292,,,,,,,125,118,133
6009,California,Calaveras,225,98,85,111,0.062079826,47,26,79,,,,,,,,,,,,,,,,105,90,120
6011,California,Colusa,69,64,50,81,-1.137876307,47,32,67,,,,,,,,,,,,,,,,89,61,125
6013,California,Contra Costa,3024,52,51,54,-1.528180187,40,37,43,69,35,124,23,20,26,108,99,117,59,34,96,,,,61,58,64
6015,California,Del Norte,159,114,96,132,0.6315074167,,,,227,144,341,,,,,,,,,,,,,136,111,160
6017,California,El Dorado,724,76,70,81,-0.721888111,51,39,65,,,,29,15,49,117,56,215,,,,,,,84,78,91
6019,California,Fresno,3380,68,65,70,-0.997513002,55,52,58,119,83,165,46,40,52,119,105,133,,,,,,,91,86,95
6021,California,Glenn,135,95,79,111,-0.029747852,45,29,65,,,,,,,,,,,,,,,,138,112,168
6023,California,Humboldt,715,105,97,113,0.3137499344,57,42,75,233,186,289,,,,167,91,280,,,,,,,106,97,115
6025,California,Imperial,538,59,54,64,-1.286041273,49,44,54,176,91,307,,,,63,34,105,,,,,,,141,116,165
6027,California,Inyo,86,94,76,117,-0.060830278,,,,134,72,230,,,,,,,,,,,,,110,84,141
6029,California,Kern,4164,92,90,95,-0.133839845,64,61,67,132,92,182,42,34,51,156,140,172,183,88,337,,,,138,132,144
6031,California,Kings,477,63,57,68,-1.169439989,55,48,63,163,81,292,,,,66,45,93,,,,,,,75,64,86
6033,California,Lake,563,173,158,187,2.6700119454,102,80,129,169,92,283,,,,295,172,473,,,,,,,195,177,214
6035,California,Lassen,180,116,99,132,0.6788729037,62,38,98,,,,,,,,,,,,,,,,148,124,172
6037,California,Los Angeles,24324,49,48,49,-1.66399472,40,39,41,86,68,107,26,25,27,95,92,98,59,46,75,,,,64,63,65
6039,California,Madera,563,71,65,77,-0.867709261,51,44,57,212,126,335,67,33,120,87,55,132,,,,,,,103,91,116
6041,California,Marin,807,62,58,67,-1.186819026,41,33,51,,,,36,24,52,103,71,144,,,,,,,69,63,74
6043,California,Mariposa,96,111,90,135,0.5153334986,,,,,,,,,,,,,,,,,,,,,
6045,California,Mendocino,581,132,121,143,1.2565371319,75,60,93,208,146,288,,,,,,,,,,,,,151,136,165
6047,California,Merced,937,67,63,72,-1.006857437,52,47,57,,,,40,28,54,136,103,176,,,,,,,103,92,113
6049,California,Modoc,61,139,106,178,1.49510227,,,,,,,,,,,,,,,,,,,,,
6051,California,Mono,45,64,46,85,-1.135110217,,,,,,,,,,,,,,,,,,,,,
6053,California,Monterey,1299,60,56,63,-1.274862488,46,42,49,,,,39,28,51,86,63,114,,,,,,,91,84,99
6055,California,Napa,428,62,56,68,-1.194499731,28,22,35,,,,24,13,40,,,,,,,,,,93,83,103
6057,California,Nevada,479,95,87,104,-0.028833636,67,46,95,,,,,,,,,,,,,,,,99,89,108
6059,California,Orange,7633,48,47,49,-1.682282047,37,36,39,58,34,91,25,23,26,67,57,77,67,45,95,,,,70,68,72
6061,California,Placer,1105,55,52,59,-1.423603424,39,32,46,,,,21,15,30,32,16,58,,,,,,,64,60,69
6063,California,Plumas,110,116,94,137,0.6756036513,,,,,,,,,,,,,,,,,,,,,
6065,California,Riverside,8054,66,64,67,-1.071463107,47,45,48,117,91,148,27,23,30,86,79,93,67,44,100,,,,97,94,100
6067,California,Sacramento,5341,69,67,71,-0.959537975,49,46,52,90,62,125,33,30,37,114,106,121,47,34,64,,,,85,82,88
6069,California,San Benito,201,64,55,73,-1.134039008,51,41,62,,,,,,,,,,,,,,,,92,75,113
6071,California,San Bernardino,6950,64,62,65,-1.131546656,47,45,48,82,57,115,28,24,32,94,88,101,62,39,95,,,,100,96,103
6073,California,San Diego,9901,60,58,61,-1.28162845,42,40,44,119,95,148,26,24,28,81,75,88,59,43,80,,,,81,79,83
6075,California,San Francisco,3358,78,75,80,-0.651593671,73,67,80,263,165,398,31,28,34,265,243,287,120,73,185,,,,73,69,77
6077,California,San Joaquin,2751,72,69,75,-0.842888981,54,50,58,61,29,112,41,36,46,145,131,160,86,53,133,,,,96,90,101
6079,California,San Luis Obispo,982,69,65,74,-0.93751905,37,31,44,,,,29,16,48,44,22,79,,,,,,,83,78,89
6081,California,San Mateo,1592,42,40,44,-1.898739284,38,34,42,,,,23,20,26,99,79,122,48,31,71,,,,57,53,60
6083,California,Santa Barbara,1417,63,60,67,-1.143036832,44,40,48,107,51,197,36,26,48,96,68,131,,,,,,,87,81,93
6085,California,Santa Clara,4196,44,42,45,-1.833306756,47,44,50,89,52,143,21,19,22,82,70,94,58,35,90,,,,68,65,71
6087,California,Santa Cruz,987,73,68,77,-0.826984134,46,40,52,,,,36,23,54,135,80,214,,,,,,,91,84,98
6089,California,Shasta,1013,112,105,119,0.5672839608,55,41,72,146,99,209,73,45,113,114,57,205,,,,,,,120,112,128
