FIPS,State,County,High School Completion # Completed High School,High School Completion Population,High School Completion % Completed High School,High School Completion 95% CI - Low,High School Completion 95% CI - High,High School Completion National Z-Score,Some College # Some College,Some College Population,Some College % Some College,Some College 95% CI - Low,Some College 95% CI - High,Some College National Z-Score
1000,Alabama,,3007340,3428520,88,87,88,,779337,1265072,62,61,62,
1001,Alabama,Autauga,36331,40188,90,89,92,-0.373421405,9846,15349,64,58,71,-0.466456374
1003,Alabama,Baldwin,152991,167022,92,91,92,-0.587140998,35407,53908,66,62,70,-0.597674985
1005,Alabama,Barbour,13520,17675,76,74,79,2.1108403087,2617,6469,40,34,47,1.5616807994
1007,Alabama,Bibb,12559,15925,79,76,82,1.6873664389,2464,6319,39,31,47,1.6867401508
1009,Alabama,Blount,33370,40817,82,80,84,1.1709314206,7352,14145,52,46,57,0.5754345544
1011,Alabama,Bullock,5251,7156,73,68,79,2.6668347511,866,2646,33,25,41,2.2230162966
1013,Alabama,Butler,11620,13266,88,85,90,0.1284652234,1769,4516,39,33,46,1.6714756942
1015,Alabama,Calhoun,67148,78931,85,84,86,0.5786148094,15618,28632,55,50,59,0.3553214931
1017,Alabama,Chambers,20619,24706,83,81,86,0.8669154169,4282,8261,52,45,59,0.5875936761
1019,Alabama,Cherokee,15175,18523,82,79,85,1.1405669314,2838,5311,53,45,62,0.4504319081
1021,Alabama,Chilton,25149,30609,82,80,85,1.0982525995,5129,11232,46,39,52,1.1157274937
1023,Alabama,Choctaw,7458,9052,82,78,86,1.0574406334,1253,2468,51,39,62,0.6786782127
1025,Alabama,Clarke,13035,16015,81,79,84,1.2357073149,2074,5166,40,33,47,1.58799095
1027,Alabama,Clay,8378,10053,83,80,86,0.8881949558,1434,3042,47,38,57,0.9893925135
1029,Alabama,Cleburne,8775,10630,83,80,85,1.029088224,1547,3578,43,34,53,1.3235425302
1031,Alabama,Coffee,31665,36556,87,85,88,0.3020218672,8558,13710,62,57,68,-0.31871733
1033,Alabama,Colbert,35274,40835,86,85,88,0.3446598047,7705,13875,56,49,62,0.2710757889
1035,Alabama,Conecuh,7496,8382,89,86,93,-0.199674838,1181,2524,47,34,60,1.019286913
1037,Alabama,Coosa,6720,8049,83,80,87,0.8613483249,877,2141,41,29,53,1.5182220596
1039,Alabama,Covington,22680,26447,86,84,88,0.4563434309,4270,8315,51,46,57,0.6287625863
1041,Alabama,Crenshaw,7508,9148,82,79,85,1.114240908,1443,3009,48,39,56,0.9195345384
1043,Alabama,Cullman,52054,61520,85,83,86,0.660523087,12669,21356,59,54,64,-0.053468204
1045,Alabama,Dale,28857,33687,86,84,87,0.4731833709,7638,12882,59,54,64,-0.050825584
1047,Alabama,Dallas,22167,25984,85,83,87,0.5360354021,4512,8541,53,45,61,0.5025392677
1049,Alabama,DeKalb,37608,48385,78,76,80,1.8903976843,8833,17390,51,46,56,0.6766490177
1051,Alabama,Elmore,54054,61046,89,87,90,-0.041910165,12821,23749,54,50,58,0.403422919
1053,Alabama,Escambia,20946,25461,82,80,85,1.079520716,3191,9323,34,29,39,2.0947409718
1055,Alabama,Etowah,62621,72715,86,85,87,0.3916956704,13311,24636,54,50,58,0.3995489926
1057,Alabama,Fayette,9570,11428,84,81,87,0.8161551369,1607,3527,46,37,54,1.1244050437
1059,Alabama,Franklin,17102,21351,80,78,83,1.4666518249,3210,7692,42,36,48,1.452352225
1061,Alabama,Geneva,15831,18982,83,81,86,0.8771658828,3078,6182,50,43,57,0.7625789578
1063,Alabama,Greene,4462,5449,82,75,89,1.1474586305,969,1777,55,38,71,0.3567983325
1065,Alabama,Hale,8041,9980,81,76,85,1.3823840279,1701,3397,50,40,60,0.7382784654
1067,Alabama,Henry,10241,12561,82,78,85,1.211117493,1832,4003,46,38,54,1.1070388659
1069,Alabama,Houston,64829,73993,88,87,88,0.1244106241,15724,26931,58,56,61,0.0267105002
1071,Alabama,Jackson,31028,37823,82,80,84,1.1209993772,6395,12494,51,46,57,0.6431784077
1073,Alabama,Jefferson,416442,457310,91,91,92,-0.491431215,126483,182014,69,67,71,-0.923846632
1075,Alabama,Lamar,8120,9894,82,79,85,1.1147128854,1490,3130,48,38,57,0.9496914349
1077,Alabama,Lauderdale,57325,64564,89,87,90,-0.085044624,12024,21650,56,51,60,0.2705129903
1079,Alabama,Lawrence,19408,23478,83,79,86,1.0085085947,3966,7813,51,44,58,0.6793889435
1081,Alabama,Lee,98209,107084,92,91,93,-0.607286636,35125,45366,77,73,82,-1.603088827
1083,Alabama,Limestone,63807,73067,87,86,89,0.1759061887,18445,28279,65,60,70,-0.558697625
1085,Alabama,Lowndes,5862,7035,83,80,87,0.8903524994,1126,2358,48,36,60,0.9369798645
1087,Alabama,Macon,9827,11880,83,80,86,0.9988230976,1690,3486,48,40,57,0.8747225226
1089,Alabama,Madison,246521,267305,92,92,93,-0.698813949,78368,103427,76,73,79,-1.461461909
1091,Alabama,Marengo,11581,12997,89,86,92,-0.141712918,2390,4108,58,46,70,0.0444369904
1093,Alabama,Marion,16757,20785,81,78,83,1.3735442313,3701,6444,57,49,66,0.1082857345
1095,Alabama,Marshall,54834,64995,84,83,86,0.7045713772,12145,23426,52,48,56,0.5867217118
1097,Alabama,Mobile,246658,279868,88,87,89,0.0317852568,62242,107569,58,55,60,0.0715524609
1099,Alabama,Monroe,11472,13707,84,81,87,0.824588962,1842,4099,45,34,55,1.1779064043
1101,Alabama,Montgomery,133220,151442,88,87,89,0.0614349804,38991,60646,64,61,68,-0.478892393
1103,Alabama,Morgan,72339,84874,85,84,87,0.5501694952,17446,30093,58,54,62,0.0620319775
1105,Alabama,Perry,4229,5314,80,72,87,1.5589932759,432,1511,29,17,40,2.5772580558
1107,Alabama,Pickens,11546,13592,85,83,87,0.6008928706,2218,4718,47,39,55,1.0004002297
1109,Alabama,Pike,16881,19205,88,86,90,0.0737016683,4313,7119,61,53,68,-0.161448633
1111,Alabama,Randolph,12806,15614,82,79,85,1.1243214095,2389,4869,49,42,57,0.8245705272
1113,Alabama,Russell,33964,39868,85,83,87,0.5572984039,10229,16014,64,57,71,-0.443160821
1115,Alabama,St. Clair,56320,64523,87,86,89,0.1830491239,14090,23939,59,54,64,-0.013665952
1117,Alabama,Shelby,144108,153645,94,93,94,-0.97888332,44217,57508,77,74,80,-1.5570877
1119,Alabama,Sumter,6531,7354,89,84,93,-0.088784688,1332,2353,57,45,69,0.1788793884
1121,Alabama,Talladega,47769,57406,83,82,85,0.9106528415,10402,20117,52,47,57,0.5984142208
1123,Alabama,Tallapoosa,24201,29557,82,80,84,1.148798701,4321,8858,49,42,56,0.8489455864
1125,Alabama,Tuscaloosa,128672,141959,91,90,91,-0.415862976,38822,60157,65,61,68,-0.499580952
1127,Alabama,Walker,37432,45281,83,81,84,1.0082591645,8371,15189,55,49,61,0.3069663421
1129,Alabama,Washington,9268,10500,88,85,92,0.0080371849,1453,2991,49,40,58,0.8662105938
1131,Alabama,Wilcox,5493,7069,78,73,83,1.8941647889,967,2278,42,,,1.3909040208
1133,Alabama,Winston,13605,16998,80,77,83,1.477450236,2286,5047,45,38,52,1.1473945432
2000,Alaska,,454182,485871,93,93,94,,139398,214209,65,64,67,
2013,Alaska,Aleutians East,2167,2675,81,77,86,,550,1148,48,38,58,
2016,Alaska,Aleutians West,3457,3861,90,86,93,-0.218723141,866,1716,50,43,58,0.7046711476
2020,Alaska,Anchorage,181252,192454,94,,,-1.047918191,62844,89178,70,,,-1.0076913
2050,Alaska,Bethel,8364,10109,83,81,84,0.995376499,1520,4834,31,19,44,2.3329880884
2060,Alaska,Bristol Bay,604,636,95,87,100,-1.188855515,204,293,70,36,100,-0.935296994
2063,Alaska,Chugach,4660,4929,95,92,97,,1578,2105,75,61,89,
2066,Alaska,Copper River,1655,1791,92,90,95,,365,529,69,52,86,
2068,Alaska,Denali,1618,1674,97,92,100,,298,831,36,4,68,
2070,Alaska,Dillingham,2557,2902,88,83,93,0.0357221855,610,1278,48,30,66,0.9388205396
2090,Alaska,Fairbanks North Star,58079,61350,95,94,96,-1.13523253,21320,29751,72,67,76,-1.109655426
2100,Alaska,Haines,1387,1420,98,78,100,-1.67238956,277,360,77,55,99,-1.561882321
2105,Alaska,Hoonah-Angoon,1728,1838,94,91,97,-1.018601794,275,490,56,35,78,0.2204929031
2110,Alaska,Juneau,21901,22947,95,94,97,-1.27334958,6925,9577,72,66,79,-1.16505608
2122,Alaska,Kenai Peninsula,39241,41645,94,93,95,-1.056492303,8790,14696,60,55,65,-0.095351453
2130,Alaska,Ketchikan Gateway,9350,9869,95,93,96,-1.148236031,2482,3789,66,60,71,-0.582694188
2150,Alaska,Kodiak Island,7877,8634,91,88,95,-0.52160314,2806,4138,68,59,77,-0.780014355
2158,Alaska,Kusilvak,3299,4052,81,78,85,1.2313961746,486,2052,24,14,34,2.9972254514
2164,Alaska,Lake and Peninsula,591,651,91,85,96,-0.44142906,169,359,47,32,62,0.9949420459
2170,Alaska,Matanuska-Susitna,67246,71369,94,94,95,-1.055703598,18027,30356,59,57,62,-0.058808619
2180,Alaska,Nome,4909,5564,88,86,90,0.0149616824,1091,2696,40,33,48,1.5605779332
2185,Alaska,North Slope,6892,7601,91,89,93,-0.421582276,1921,3454,56,48,63,0.2637873445
2188,Alaska,Northwest Arctic,3640,4230,86,84,88,0.4035537208,787,2074,38,25,51,1.776407936
2195,Alaska,Petersburg,2206,2537,87,84,90,0.2426286273,435,654,67,58,75,-0.66900964
2198,Alaska,Prince of Wales-Hyder,3838,4151,92,91,94,-0.740789114,760,1339,57,49,64,0.1660229989
2201,Alaska,Prince of Wales-Outer Ketchikan,,,,,,,,,,,,
2220,Alaska,Sitka,5781,6071,95,94,97,-1.234331556,1806,2418,75,66,84,-1.368885664
2230,Alaska,Skagway,899,970,93,86,99,,206,446,46,22,71,
2232,Alaska,Skagway-Hoonah-Angoon,,,,,,,,,,,,
2240,Alaska,Southeast Fairbanks,4250,4534,94,91,96,-0.968771733,1040,1760,59,49,70,-0.033609052
2261,Alaska,Valdez-Cordova,,,,,,,,,,,,
2270,Alaska,Wade Hampton,,,,,,,,,,,,
2275,Alaska,Wrangell,1358,1559,87,83,91,0.2151211069,243,412,59,49,69,-0.024165032
2280,Alaska,Wrangell-Petersburg,,,,,,,,,,,,
2282,Alaska,Yakutat,373,397,94,87,100,,86,132,65,33,97,
2290,Alaska,Yukon-Koyukuk,3003,3451,87,85,89,0.2309914312,631,1344,47,36,58,1.0057109563
4000,Arizona,,4327527,4878959,89,89,89,,1231281,1877331,66,65,66,
4001,Arizona,Apache,35469,42220,84,83,85,0.7682463297,8662,15971,54,51,58,0.3819909757
4003,Arizona,Cochise,78431,88211,89,88,90,-0.107382349,18855,29980,63,59,67,-0.358978532
4005,Arizona,Coconino,79225,86631,91,91,92,-0.560671562,26396,36341,73,69,77,-1.192924094
4007,Arizona,Gila,34573,39673,87,86,89,0.2083722312,4921,10160,48,42,55,0.8785397482
4009,Arizona,Graham,20616,24362,85,82,87,0.6586549988,5275,10963,48,43,53,0.905816196
4011,Arizona,Greenlee,5031,5854,86,82,90,0.4233366616,1387,2610,53,42,64,0.4756414467
4012,Arizona,La Paz,10895,13188,83,79,86,1.0177311286,1186,2829,42,33,51,1.4359792533
4013,Arizona,Maricopa,2663865,2987215,89,,,-0.154278234,834678,1228408,68,,,-0.79177666
4015,Arizona,Mohave,145491,165754,88,87,89,0.0957981828,22597,41681,54,50,58,0.3838444049
4017,Arizona,Navajo,60467,70604,86,84,87,0.4766959473,12490,24574,51,47,54,0.6738655582
4019,Arizona,Pima,631420,705718,89,89,90,-0.207223561,172046,254645,68,66,69,-0.758831762
4021,Arizona,Pinal,268019,302970,88,88,89,-0.027182209,62299,114054,55,52,57,0.3489003989
4023,Arizona,Santa Cruz,23976,30749,78,76,80,1.8463395606,6321,10930,58,50,65,0.0741837639
4025,Arizona,Yavapai,169987,184475,92,91,93,-0.684839064,25449,42809,59,56,63,-0.064157386
4027,Arizona,Yuma,100062,131335,76,75,77,2.1651045412,28719,51376,56,53,59,0.2395653257
5000,Arkansas,,1792192,2031847,88,88,88,,455182,767924,59,58,60,
5001,Arkansas,Arkansas,10221,11889,86,83,89,0.4181597157,2109,4048,52,44,60,0.5648338507
5003,Arkansas,Ashley,11354,13222,86,83,89,0.4356960642,2245,4005,56,47,65,0.2262724537
5005,Arkansas,Baxter,28664,31982,90,88,91,-0.234622109,4877,8009,61,53,69,-0.187954217
5007,Arkansas,Benton,169954,188577,90,89,91,-0.323746608,54924,84089,65,63,68,-0.566524191
5009,Arkansas,Boone,23793,26260,91,89,93,-0.409653091,5171,8659,60,52,67,-0.087306578
5011,Arkansas,Bradley,6099,7105,86,83,89,0.4412456522,1048,2598,40,32,48,1.5715893333
5013,Arkansas,Calhoun,2953,3462,85,80,90,0.5382990356,412,1099,37,26,49,1.8155592559
5015,Arkansas,Carroll,17312,20180,86,84,88,0.4507195612,2686,6147,44,35,52,1.2841947625
5017,Arkansas,Chicot,5627,7065,80,76,84,1.5475800354,1055,2124,50,41,59,0.7727893047
5019,Arkansas,Clark,11148,12424,90,87,92,-0.253220765,2552,4430,58,50,66,0.0933953211
5021,Arkansas,Clay,8718,10342,84,82,87,0.7169742201,1745,3342,52,44,60,0.5550376674
5023,Arkansas,Cleburne,16361,18612,88,86,90,0.0725108939,2171,5093,43,36,50,1.3756998001
5025,Arkansas,Cleveland,4973,5413,92,88,96,-0.635737302,1114,1784,62,48,77,-0.320631026
5027,Arkansas,Columbia,12530,14189,88,86,91,0.0006832894,2983,5213,57,48,67,0.1263425354
5029,Arkansas,Conway,12920,14483,89,87,91,-0.160082529,2499,4752,53,45,61,0.5230109859
5031,Arkansas,Craighead,64108,71091,90,89,92,-0.333197584,19251,31148,62,58,66,-0.265930971
5033,Arkansas,Crawford,35122,41093,85,83,88,0.5075763411,8096,15067,54,48,59,0.4250033841
5035,Arkansas,Crittenden,26163,30572,86,84,87,0.4881524453,6592,11875,56,50,61,0.272783742
5037,Arkansas,Cross,9654,11566,83,81,86,0.8648923269,2063,4104,50,42,59,0.7216345558
5039,Arkansas,Dallas,4131,4671,88,85,92,-0.022794608,819,1409,58,41,75,0.0489594307
5041,Arkansas,Desha,6074,7691,79,75,83,1.6673636827,1131,2580,44,35,53,1.2721167428
5043,Arkansas,Drew,9528,10906,87,84,90,0.1691102531,2491,3697,67,56,79,-0.7430708
5045,Arkansas,Faulkner,71796,77167,93,92,94,-0.844393448,22307,32974,68,63,72,-0.76629544
5047,Arkansas,Franklin,10371,12025,86,84,89,0.3690299108,2087,3905,53,44,63,0.4497438659
5049,Arkansas,Fulton,7565,8708,87,83,91,0.2567293192,1315,2258,58,45,72,0.0394537002
5051,Arkansas,Garland,66087,72911,91,89,92,-0.41593241,13970,22408,62,57,67,-0.312058948
5053,Arkansas,Grant,11681,12609,93,91,95,-0.773029928,2303,4421,52,43,62,0.565477187
5055,Arkansas,Greene,27207,30946,88,86,90,0.0703658877,5643,11949,47,42,53,0.9820591262
5057,Arkansas,Hempstead,11158,13301,84,81,87,0.7899483594,2416,4374,55,46,64,0.2964177714
5059,Arkansas,Hot Spring,21269,24022,89,86,91,-0.040718943,4188,8620,49,42,56,0.8657298412
5061,Arkansas,Howard,7520,8505,88,85,92,-0.019092599,1510,3277,46,37,55,1.0802411882
5063,Arkansas,Independence,22044,25382,87,85,89,0.2612281276,5145,9003,57,50,65,0.13273787
5065,Arkansas,Izard,8701,10452,83,80,86,0.9044612491,1752,3108,56,47,65,0.1992462025
5067,Arkansas,Jackson,10288,11927,86,84,88,0.3667532974,2178,4713,46,39,54,1.0687815889
5069,Arkansas,Jefferson,40715,45704,89,88,91,-0.137949715,7761,16700,46,42,51,1.0464868747
5071,Arkansas,Johnson,13870,17235,80,78,83,1.399415525,2457,6072,40,35,46,1.5608289289
5073,Arkansas,Lafayette,3659,4514,81,77,85,1.2952702169,588,1220,48,36,61,0.8989399161
5075,Arkansas,Lawrence,9009,10950,82,80,85,1.0782748658,2147,3711,58,50,66,0.0721833116
5077,Arkansas,Lee,5172,6193,84,80,87,0.8568813664,796,2373,34,25,42,2.1532184206
5079,Arkansas,Lincoln,8354,10007,83,81,86,0.8626108202,1416,4433,32,26,38,2.2903322387
5081,Arkansas,Little River,7622,8415,91,88,94,-0.404450418,1494,2798,53,43,64,0.4539399928
5083,Arkansas,Logan,13392,15192,88,86,90,0.0285764925,2492,4965,50,43,58,0.7281994208
5085,Arkansas,Lonoke,44715,49756,90,89,91,-0.278045344,11534,20680,56,51,60,0.2503465038
5087,Arkansas,Madison,9902,11654,85,82,88,0.5974090303,1456,3854,38,29,46,1.7907089785
5089,Arkansas,Marion,11296,12875,88,85,90,0.1028230328,1756,3168,55,47,64,0.2798274742
5091,Arkansas,Miller,25097,28953,87,84,89,0.2910677923,5685,10983,52,46,58,0.5937658814
5093,Arkansas,Mississippi,21723,26228,83,81,85,0.9800988498,4879,10240,48,41,54,0.9460405259
5095,Arkansas,Monroe,3826,4771,80,76,85,1.4499466712,604,1336,45,33,58,1.1546409213
5097,Arkansas,Montgomery,5610,6467,87,84,90,0.2792375962,819,1688,49,37,60,0.8713563195
5099,Arkansas,Nevada,5069,5657,90,86,93,-0.231118849,645,1579,41,28,54,1.5279401954
5101,Arkansas,Newton,4447,5236,85,81,88,0.6037114626,811,1293,63,48,77,-0.344462654
5103,Arkansas,Ouachita,13890,15755,88,86,91,0.0266424778,2875,4934,58,48,68,0.036733775
5105,Arkansas,Perry,6509,7152,91,89,93,-0.481807939,1359,2330,58,46,70,0.0318521921
5107,Arkansas,Phillips,8749,10670,82,78,86,1.1278732496,1919,3449,56,46,66,0.2618493961
5109,Arkansas,Pike,6325,7133,89,86,91,-0.064417158,1328,2304,58,47,68,0.0906847429
5111,Arkansas,Poinsett,12781,15626,82,80,84,1.1641424495,2410,5408,45,38,51,1.2099364557
5113,Arkansas,Polk,11899,13516,88,86,90,0.0491603704,2346,3939,60,51,68,-0.07361487
5115,Arkansas,Pope,35007,41041,85,83,87,0.5382787989,8610,15565,55,50,61,0.2894898894
5117,Arkansas,Prairie,5130,5994,86,82,89,0.4868525504,1104,1729,64,52,76,-0.441155925
5119,Arkansas,Pulaski,249351,270873,92,91,93,-0.668447641,76241,108997,70,67,73,-0.962965106
5121,Arkansas,Randolph,11177,12793,87,85,90,0.168514015,2394,4441,54,45,63,0.4101556809
5123,Arkansas,St. Francis,13718,16284,84,81,87,0.7267681642,2838,6740,42,35,49,1.4202386769
5125,Arkansas,Saline,79213,86181,92,91,93,-0.643465002,22474,32490,69,65,74,-0.896560975
5127,Arkansas,Scott,5792,6909,84,81,87,0.7999043162,1212,2130,57,45,69,0.153813508
5129,Arkansas,Searcy,4701,5734,82,78,86,1.1299445812,781,1629,48,36,60,0.9206137882
5131,Arkansas,Sebastian,73022,85873,85,84,86,0.5852038063,18999,32673,58,54,62,0.0470248933
5133,Arkansas,Sevier,7216,9814,74,70,77,2.6402906905,1334,3885,34,28,40,2.0853236869
5135,Arkansas,Sharp,10666,12611,85,82,87,0.6669840084,1806,3448,52,43,62,0.5410036819
5137,Arkansas,Stone,7821,9080,86,82,90,0.3888464832,1317,2389,55,42,68,0.3056467068
5139,Arkansas,Union,23102,26493,87,85,89,0.1984635138,4960,9256,54,47,60,0.4375406108
5141,Arkansas,Van Buren,9937,11769,84,80,89,0.6925715347,1185,2966,40,31,49,1.6046246332
5143,Arkansas,Washington,131555,151212,87,86,88,0.234185563,45385,69306,65,63,68,-0.580942834
5145,Arkansas,White,43633,50533,86,85,88,0.3511290577,9662,18374,53,47,58,0.5232856898
5147,Arkansas,Woodruff,3703,4387,84,81,88,0.6970723894,522,1246,42,28,55,1.4384513962
5149,Arkansas,Yell,10723,13857,77,74,81,1.9517070856,1933,4921,39,32,46,1.6621623034
6000,California,,22656988,26842698,84,84,85,,7592909,11235259,68,67,68,
6001,California,Alameda,1065102,1193888,89,,,-0.160949404,413192,525363,79,,,-1.70778114
6003,California,Alpine,996,1068,93,86,100,-0.883443326,189,330,57,36,78,0.1220283955
6005,California,Amador,28869,31901,90,89,92,-0.39002817,5483,9497,58,50,65,0.0825413544
6007,California,Butte,125518,138986,90,90,91,-0.356849578,37424,52508,71,68,74,-1.07639892
6009,California,Calaveras,32775,35412,93,91,94,-0.757527225,5431,9096,60,52,67,-0.08639506
6011,California,Colusa,10274,14021,73,70,76,2.6852620821,2874,5630,51,43,59,0.6548724097
6013,California,Contra Costa,725350,808485,90,89,90,-0.251011849,219482,305069,72,,,-1.133929925
6015,California,Del Norte,16367,19672,83,81,86,0.91298967,3672,7359,50,44,56,0.7533022576
6017,California,El Dorado,133382,140802,95,94,95,-1.146285818,30841,42417,73,69,76,-1.199330488
6019,California,Fresno,488617,624392,78,78,79,1.7960522714,164526,283540,58,57,59,0.0575755879
6021,California,Glenn,14375,18475,78,75,80,1.8758818037,3288,7106,46,39,54,1.0638036001
6023,California,Humboldt,85435,93612,91,90,92,-0.527437954,24353,35694,68,64,72,-0.815676979
6025,California,Imperial,78541,110201,71,69,73,3.0433577214,27569,48504,57,53,61,0.159188986
6027,California,Inyo,12905,13867,93,92,95,-0.848482431,3107,4593,68,59,77,-0.765965754
6029,California,Kern,423578,553334,77,76,77,2.1004949085,131841,256573,51,50,53,0.6259891995
6031,California,Kings,70824,95084,74,73,76,2.4691824561,23877,47701,50,47,53,0.7398226964
6033,California,Lake,42403,48945,87,85,88,0.299619915,8483,15236,56,49,62,0.2585942288
6035,California,Lassen,19108,23744,80,79,82,1.3995420834,4508,11345,40,35,44,1.6232198264
6037,California,Los Angeles,5544997,6909650,80,,,1.4397295288,1964703,2965400,66,,,-0.646793775
6039,California,Madera,71365,99045,72,70,74,2.9036233979,20968,42004,50,46,53,0.7515070976
6041,California,Marin,178957,191565,93,93,94,-0.912016895,41650,52407,79,76,83,-1.778423718
6043,California,Mariposa,12282,13371,92,89,95,-0.632895489,2663,3645,73,59,87,-1.229284669
6045,California,Mendocino,56543,65163,87,85,88,0.2750356421,12135,20762,58,54,63,0.0214135309
6047,California,Merced,120381,168503,71,70,73,3.0128580709,37649,76811,49,47,51,0.8288849266
6049,California,Modoc,5748,6511,88,83,94,0.0054113125,1127,1928,58,47,70,0.0208801996
6051,California,Mono,8392,9628,87,83,91,0.2052409629,2574,3643,71,58,83,-1.023592239
6053,California,Monterey,205223,279734,73,73,74,2.66957766,60606,117898,51,50,53,0.6242706418
6055,California,Napa,82905,98232,84,83,85,0.699097272,22704,34262,66,63,70,-0.64778689
6057,California,Nevada,75118,79007,95,94,96,-1.208339351,15703,21887,72,67,77,-1.116873988
6059,California,Orange,1908219,2197677,87,,,0.2648066087,634841,864977,73,,,-1.257959989
6061,California,Placer,272419,286915,95,94,95,-1.185119246,79022,98646,80,78,83,-1.832568484
6063,California,Plumas,14337,15236,94,92,96,-1.033651114,2917,3980,73,62,85,-1.249184443
6065,California,Riverside,1324969,1594000,83,,,0.9267769055,378488,656194,58,,,0.0872269084
6067,California,Sacramento,951947,1077155,88,,,-0.011496943,314294,462567,68,,,-0.791577287
6069,California,San Benito,35401,42300,84,82,86,0.8253310685,10400,17909,58,53,63,0.0536648922
6071,California,San Bernardino,1130354,1388742,81,,,1.2354123449,356380,621371,57,,,0.1150868769
6073,California,San Diego,2002783,2257620,89,,,-0.07151996,730651,986522,74,,,-1.315256822
6075,California,San Francisco,604066,680343,89,88,89,-0.085148199,286524,324473,88,87,90,-2.534302982
6077,California,San Joaquin,397854,495879,80,80,81,1.4429385957,112499,213543,53,51,54,0.5149862933
6079,California,San Luis Obispo,174461,189527,92,91,93,-0.667761452,45154,63715,71,68,74,-1.041796022
6081,California,San Mateo,496219,547817,91,90,91,-0.405309344,174888,219157,80,78,81,-1.806347467
6083,California,Santa Barbara,228191,277891,82,81,83,1.1066140909,70858,110413,64,62,66,-0.468845714
6085,California,Santa Clara,1197649,1341405,89,89,90,-0.173501805,474815,582578,82,81,82,-1.952045271
6087,California,Santa Cruz,159830,180171,89,88,90,-0.071168218,47033,64405,73,70,76,-1.226541511
6089,California,Shasta,118438,128883,92,91,93,-0.640082363,30083,44688,67,64,71,-0.737839943
6091,California,Sierra,2104,2249,94,92,95,-0.935995897,160,471,34,12,56,2.1167321145
6093,California,Siskiyou,29099,32134,91,89,92,-0.40066849,5614,9074,62,56,68,-0.271421837
6095,California,Solano,277929,312706,89,88,89,-0.101264521,80156,124106,65,,,-0.504054106
6097,California,Sonoma,316661,354851,89,89,90,-0.165386556,85135,124182,69,66,71,-0.8438808
6099,California,Stanislaus,281704,350685,80,80,81,1.4255139194,81874,151003,54,52,56,0.3833338401
6101,California,Sutter,51699,64986,80,78,81,1.564025562,15553,26138,60,55,64,-0.068918948
6103,California,Tehama,39175,44986,87,86,89,0.2194915739,9426,15604,60,54,66,-0.146317534
6105,California,Trinity,11957,12553,95,93,98,-1.239499738,1567,3236,48,36,60,0.8794864178
6107,California,Tulare,206452,280911,73,73,74,2.6463401911,65663,127837,51,49,53,0.6277651814
6109,California,Tuolumne,38905,42078,92,91,94,-0.740716621,8286,12738,65,59,72,-0.543664417
6111,California,Ventura,491708,575974,85,85,86,0.5253851927,143412,218262,66,64,67,-0.599894987
6113,California,Yolo,113474,129126,88,87,89,0.0773589096,39913,55512,72,69,75,-1.130055131
6115,California,Yuba,42654,51600,83,81,84,1.0088356833,14681,23750,62,57,66,-0.266770331
8000,Colorado,,3685676,3982760,93,92,93,,1267008,1717438,74,73,74,
8001,Colorado,Adams,287345,338792,85,84,85,0.6245473788,96810,162568,60,58,61,-0.072947315
8003,Colorado,Alamosa,8808,9807,90,87,93,-0.268194302,2707,4258,64,54,73,-0.417402664
8005,Colorado,Arapahoe,414924,450081,92,92,93,-0.69240738,144395,198427,73,71,74,-1.204533242
8007,Colorado,Archuleta,9846,10417,95,92,97,-1.108493751,1599,2898,55,45,65,0.3015109178
8009,Colorado,Baca,2149,2504,86,82,90,0.4445091002,531,867,61,51,72,-0.218058276
8011,Colorado,Bent,3557,4265,83,78,89,0.8772190464,588,1863,32,22,41,2.3228822521
8013,Colorado,Boulder,208519,217821,96,95,96,-1.324757024,72921,86026,85,82,87,-2.231432124
8014,Colorado,Broomfield,50177,52126,96,96,97,-1.419671035,19497,22329,87,83,91,-2.449774303
8015,Colorado,Chaffee,14431,15510,93,91,95,-0.845005486,3088,5003,62,51,72,-0.258914711
8017,Colorado,Cheyenne,1139,1225,93,89,97,-0.833646046,333,424,79,67,90,-1.698269015
8019,Colorado,Clear Creek,7385,7643,97,95,98,-1.484567068,1701,2350,72,60,85,-1.171418136
8021,Colorado,Conejos,4469,4978,90,87,92,-0.261338475,971,1703,57,48,66,0.1439163396
8023,Colorado,Costilla,2312,2617,88,84,93,-0.006029852,432,658,66,52,79,-0.595370355
8025,Colorado,Crowley,3396,4191,81,80,82,1.300297097,593,1769,34,23,44,2.1551250348
8027,Colorado,Custer,3671,3787,97,94,99,-1.540381427,427,669,64,48,80,-0.438987605
8029,Colorado,Delta,20610,22899,90,88,92,-0.302221438,3215,6409,50,44,57,0.730554059
8031,Colorado,Denver,470337,519431,91,90,91,-0.399477083,227397,283073,80,79,82,-1.851822737
8033,Colorado,Dolores,1817,1907,95,92,98,-1.244574276,315,444,71,55,87,-1.048407274
8035,Colorado,Douglas,237990,243113,98,98,98,-1.711088874,82679,94964,87,85,90,-2.428081118
8037,Colorado,Eagle,36965,40007,92,90,95,-0.729481191,12576,17461,72,65,79,-1.140635103
8039,Colorado,Elbert,18405,19030,97,96,98,-1.500881279,4152,5648,74,65,82,-1.268127049
8041,Colorado,El Paso,453969,478864,95,94,95,-1.158974566,162577,214137,76,74,78,-1.474356744
8043,Colorado,Fremont,34180,38046,90,88,91,-0.272697962,5877,13521,43,39,48,1.3039164493
